HOLE_ID,DEPTH,FROM,TO,LAYER,Ni,Fe,MgO,SiO2,,,HOLE_ID,,,,,,TRUE
ITB_F10D,,20,21,SAP,1.78,24.91,12.2,29.74,,,,,,,,,
ITB_F10D,,21,22,SAP,1.87,26.4,9.79,30.48,,,,,,,,,
ITB_F10D,,22,23,SAP,1.73,26.37,10.72,27.46,,,,,,,,,
ITB_F10D,,23,24,SAP,1.87,22.47,14.05,31.99,,,,,,,,,
ITB_F10D,,24,24.5,SAP,1.74,18.42,17.43,35.14,,,,,,,,,
ITB_F10D,,24.5,25,SAP,1.25,7.33,34.15,42.66,,,,,,,,,
ITB_F10D,,25,26,SAP,2.08,29.1,9.8,24.45,,,,,,,,,
ITB_F10D,,26,27,BRK,0.46,6.39,35.65,43.46,,,,,,,,,
ITB_F10D,,27,28,BRK,0.43,7.52,34.32,40.47,,,,,,,,,
ITB_F10D,,28,29,BRK,1.61,42.08,2.38,8.25,,,,,,,,,
ITB_F10D,,29,29.5,BRK,1.3,19.68,15.75,37.69,,,,,,,,,
ITB_F10D,,29.5,30,BRK,0.45,6.92,36.11,41.36,,,,,,,,,
ITB_F10D,,30,31,BRK,0.64,8.39,33.22,40.32,,,,,,,,,
ITB_F10D,,31,32,BRK,0.4,6.91,36,40.82,,,,,,,,,
ITB_F10D,,32,33,BRK,0.79,9.99,29.11,42.06,,,,,,,,,
ITB_F10D,,33,34,BRK,0.73,8.7,30.87,42.91,,,,,,,,,
ITB_F10D,,34,35,BRK,0.43,7.11,35.94,42.23,,,,,,,,,
ITB_G7,44.5,0,1,LIM,0.68,37.47,5.44,16.66,,,ITB_G7,,,,,,
ITB_G7,,1,2,LIM,0.99,37.12,5.17,16.53,,,,,,,,,
ITB_G7,,2,3,LIM,0.99,37.46,5.07,16.43,,,,,,,,,
ITB_G7,,3,4,LIM,0.47,10.86,30.01,33.46,,,,,,,,,
ITB_G7,,4,5,LIM,0.8,33.91,6.14,16.57,,,,,,,,,
ITB_G7,,5,6,LIM,2.52,28.01,5.08,15.04,,,,,,,,,
ITB_G7,,6,7,LIM,0.71,12.9,24.99,33.68,,,,,,,,,
ITB_G7,,7,8,LIM,0.89,14.74,22.03,31.85,,,,,,,,,
ITB_G7,,8,9,LIM,1.03,16.17,18.63,30.32,,,,,,,,,
ITB_G7,,9,10,LIM,1.23,18,15.94,28.55,,,,,,,,,
ITB_G7,,10,11,LIM,0.26,6.2,39.82,43.62,,,,,,,,,
ITB_G7,,11,11.5,LIM,0.82,18.43,10.44,41.07,,,,,,,,,
ITB_G7,,11.5,12,LIM,0.28,7.28,34.75,40.45,,,,,,,,,
ITB_G7,,12,13,LIM,1.35,22.95,9.36,34.77,,,,,,,,,
ITB_G7,,13,14,LIM,1.19,29.29,9.45,28.06,,,,,,,,,
ITB_G7,,14,15,LIM,1.73,26.26,9.74,32.94,,,,,,,,,
ITB_G7,,15,16,LIM,0.28,6.04,43.12,41.59,,,,,,,,,
ITB_G7,,16,16.5,LIM,0.3,7.07,22.03,31.85,,,,,,,,,
ITB_G7,,16.5,17,SAP,2.23,18.27,16.58,28.3,,,,,,,,,
ITB_G7,,17,18,SAP,1.19,18.25,16.6,28.25,,,,,,,,,
ITB_G7,,18,19,SAP,1.04,17.02,6.93,54.95,,,,,,,,,
ITB_G7,,19,20,SAP,0.82,17.24,15.28,39.29,,,,,,,,,
ITB_G7,,20,21,SAP,1.12,13.34,24.59,37.78,,,,,,,,,
ITB_G7,,21,22,SAP,0.89,5.73,40.45,42.38,,,,,,,,,
ITB_G7,,22,23,SAP,0.93,6.41,40.16,42.8,,,,,,,,,
ITB_G7,,23,24,BRK,2.09,28.94,9.32,25.81,,,,,,,,,
ITB_G7,,24,25,BRK,1.81,21.87,13.38,38.3,,,,,,,,,
ITB_G7,,25,26,BRK,1.28,19.14,14.26,27.41,,,,,,,,,
ITB_G7,,26,27,BRK,0.42,7.14,38.38,41.19,,,,,,,,,
ITB_G7,,27,28,BRK,0.39,7.5,38.46,41.34,,,,,,,,,
ITB_G7,,28,28.6,BRK,0.54,34.79,5.31,16.8,,,,,,,,,
ITB_G7,,28.6,29,BRK,0.29,6.18,39.44,40.6,,,,,,,,,
ITB_G7,,29,30,BRK,0.33,5.85,38.51,43.24,,,,,,,,,
ITB_G7,,30,31,BRK,0.38,6.83,39.09,41.94,,,,,,,,,
ITB_G7,,31,32,BRK,1.35,19.6,15.5,26.86,,,,,,,,,
ITB_G7,,32,32.5,BRK,1.35,19.64,15.53,26.82,,,,,,,,,
ITB_G7,,32.5,33,BRK,0.79,8.63,33.93,44.29,,,,,,,,,
ITB_G7,,33,33.5,BRK,1.66,15.66,17.62,42.8,,,,,,,,,
ITB_G7,,33.5,34,BRK,0.61,7.22,37.78,43.05,,,,,,,,,
ITB_G7,,34,35,BRK,0.25,5.92,39.85,43.49,,,,,,,,,
ITB_G7,,35,35.5,BRK,0.28,7.53,31.95,44.23,,,,,,,,,
ITB_G7,,35.5,36,BRK,1.03,9.69,29.37,44.2,,,,,,,,,
ITB_G7,,36,37,BRK,1.68,20.87,11.26,25.72,,,,,,,,,
ITB_G7,,37,37.3,BRK,1.58,22.5,12.64,33.96,,,,,,,,,
ITB_G7,,37.3,38,BRK,0.25,5.86,38.76,36.61,,,,,,,,,
ITB_G7,,38,39,BRK,1.37,12.88,25.01,40.84,,,,,,,,,
ITB_G7,,39,40,BRK,0.43,6.49,35.37,38.26,,,,,,,,,
ITB_G7,,40,41,BRK,0.9,10.54,34.37,40.92,,,,,,,,,
ITB_G7,,41,41.5,BRK,1.22,15.37,23.22,35.57,,,,,,,,,
ITB_G7,,41.5,42,BRK,0.26,6.28,41.58,40.52,,,,,,,,,
ITB_G7,,42,43,BRK,0.28,6.44,41.97,41.25,,,,,,,,,
ITB_G7,,43,44,BRK,0,0,0,0,,,,,,,,,
ITB_G7,,44,44.5,BRK,0,0,0,0,,,,,,,,,
ITB_G8,20.5,0,1,LIM,0.78,44.67,0.93,1.89,,,ITB_G8,,,,,,
ITB_G8,,1,2,LIM,0.91,45.71,0.88,2.42,,,,,,,,,
ITB_G8,,2,3,LIM,1.1,41.92,0.78,2.78,,,,,,,,,
ITB_G8,,3,4,LIM,1.21,41.81,1,3.61,,,,,,,,,
ITB_G8,,4,5,LIM,1.18,40.39,1.59,5.75,,,,,,,,,
ITB_G8,,5,6,SAP,1.41,37.16,1.25,9.33,,,,,,,,,
ITB_G8,,6,7,SAP,1.76,33.32,2.37,11.83,,,,,,,,,
ITB_G8,,7,8,SAP,1.81,29.28,3.12,13.58,,,,,,,,,
ITB_G8,,8,9,SAP,1.62,26.29,2.6,13.04,,,,,,,,,
ITB_G8,,9,10,SAP,1.87,22.78,4.69,17.26,,,,,,,,,
ITB_G8,,10,11,SAP,1.77,20.93,3.04,13.8,,,,,,,,,
ITB_G8,,11,12,SAP,1.61,19.34,6.59,19.64,,,,,,,,,
ITB_G8,,12,12.75,BRK,0.4,7.49,17.06,23.08,,,,,,,,,
ITB_G8,,12.75,13,BRK,1.34,11.64,13.97,24.96,,,,,,,,,
ITB_G8,,13,14,BRK,1.53,16.8,8.72,21.66,,,,,,,,,
ITB_G8,,14,14.7,BRK,1.2,11.5,14.24,28.15,,,,,,,,,
ITB_G8,,14.7,15,BRK,0.43,6.92,17,23.27,,,,,,,,,
ITB_G8,,15,16,BRK,0.35,6.45,17.88,23.91,,,,,,,,,
ITB_G8,,16,16.75,BRK,0.41,7.74,14.91,20.58,,,,,,,,,
ITB_G8,,16.75,17,BRK,1.33,17.79,7.01,21.61,,,,,,,,,
ITB_G8,,17,18,BRK,0.3,6.48,18.57,24.95,,,,,,,,,
ITB_G8,,18,19,BRK,0.29,6.9,17.3,26.83,,,,,,,,,
ITB_G8,,19,20,BRK,0.33,7.19,17.95,27.28,,,,,,,,,
ITB_G8,,20,20.5,BRK,0,0,0,0,,,,,,,,,
ITB_G15,16,0,1,LIM,0.89,41.34,2.81,14.07,,,ITB_G15,,,,,,
ITB_G15,,1,2,LIM,0.91,42.2,1.92,13.06,,,,,,,,,
ITB_G15,,2,3,LIM,1.28,43.87,2.78,12.77,,,,,,,,,
ITB_G15,,3,4,LIM,1.24,42.22,2.79,13.28,,,,,,,,,
ITB_G15,,4,5,LIM,1.25,41.49,1.91,13.21,,,,,,,,,
ITB_G15,,5,6,LIM,1.47,42.16,2.02,13.94,,,,,,,,,
ITB_G15,,6,7,LIM,1.52,42.45,3.79,16.47,,,,,,,,,
ITB_G15,,7,8,SAP,1.35,41.35,2.97,15.96,,,,,,,,,
ITB_G15,,8,9,SAP,1.34,39.86,3.24,17.57,,,,,,,,,
ITB_G15,,9,10,SAP,1.35,30.95,3.3,19.9,,,,,,,,,
ITB_G15,,10,11,SAP,1.73,30.03,3.49,27.33,,,,,,,,,
ITB_G15,,11,12,SAP,1.85,32.54,4.64,23.79,,,,,,,,,
ITB_G15,,12,12.4,SAP,1.67,22.13,3.88,26.65,,,,,,,,,
ITB_G15,,12.4,13,BRK,0.37,4.63,11.85,29.42,,,,,,,,,
ITB_G15,,13,14,BRK,0,0,0,0,,,,,,,,,
ITB_G15,,14,15,BRK,0,0,0,0,,,,,,,,,
ITB_G15,,15,16,BRK,0,0,0,0,,,,,,,,,
ITB_G16,30,0,1,LIM,0.6,42.46,3.15,13.41,,,ITB_G16,,,,,,
ITB_G16,,1,2,LIM,0.7,42.54,3.12,13.54,,,,,,,,,
ITB_G16,,2,3,LIM,0.7,41.1,3.27,13.69,,,,,,,,,
ITB_G16,,3,4,LIM,0.91,41.35,3.77,15.71,,,,,,,,,
ITB_G16,,4,5,LIM,1.04,39.27,4.82,20.3,,,,,,,,,
ITB_G16,,5,6,LIM,0.83,31.11,3.27,29.69,,,,,,,,,
ITB_G16,,6,7,LIM,1,42.49,4.56,16.73,,,,,,,,,
ITB_G16,,7,8,LIM,1.24,32.46,5.17,23.4,,,,,,,,,
ITB_G16,,8,9,LIM,1.28,28.7,6.77,25.59,,,,,,,,,
ITB_G16,,9,10,SAP,1.6,29.91,5.32,26.65,,,,,,,,,
ITB_G16,,10,11,SAP,1.56,33.33,4.02,25.99,,,,,,,,,
ITB_G16,,11,12,SAP,1.25,33.07,5.7,24.66,,,,,,,,,
ITB_G16,,12,13,SAP,1.54,29.25,4.16,30.6,,,,,,,,,
ITB_G16,,13,14,BRK,0.43,9.2,25.73,35.04,,,,,,,,,
ITB_G16,,14,15,BRK,0.23,5.57,33.13,36.44,,,,,,,,,
ITB_G16,,15,16,BRK,0.52,10.22,21.7,34.37,,,,,,,,,
ITB_G16,,16,17,BRK,0.39,36.7,11.8,13.51,,,,,,,,,
ITB_G16,,17,17.25,BRK,0.21,5.96,33.07,36.56,,,,,,,,,
ITB_G16,,17.25,18,BRK,0.78,10.52,17.87,41.13,,,,,,,,,
ITB_G16,,18,18.4,BRK,0.91,15.98,11.69,36.3,,,,,,,,,
ITB_G16,,18.4,19,BRK,0.26,6.26,11.41,27.64,,,,,,,,,
ITB_G16,,19,20,BRK,0.22,5.66,32.72,37.36,,,,,,,,,
ITB_G16,,20,21,BRK,0.18,5.43,33.72,36.35,,,,,,,,,
ITB_G16,,21,22,BRK,0.35,7.16,32,36.32,,,,,,,,,
ITB_G16,,22,23,BRK,0.83,10.39,21.39,38.25,,,,,,,,,
ITB_G16,,23,24,BRK,0.39,5.76,30.41,40.48,,,,,,,,,
ITB_G16,,24,25,BRK,0.28,7.18,30.63,36.77,,,,,,,,,
ITB_G16,,25,26,BRK,1.02,15.57,13.36,38.14,,,,,,,,,
ITB_G16,,26,27,BRK,0.56,41.13,3.08,12.9,,,,,,,,,
ITB_G16,,27,28,BRK,0.41,5.54,10.61,32.22,,,,,,,,,
ITB_G16,,28,29,BRK,0,0,0,0,,,,,,,,,
ITB_G16,,29,30,BRK,0,0,0,0,,,,,,,,,
ITB_G19,22,0,1,LIM,0,0,0,0,,,ITB_G19,,,,,,
ITB_G19,,1,2,LIM,0.91,49.88,0.94,11.81,,,,,,,,,
ITB_G19,,2,3,LIM,1,41.94,3.13,14.27,,,,,,,,,
ITB_G19,,3,4,LIM,1.7,21.9,7.91,32.93,,,,,,,,,
ITB_G19,,4,5,LIM,0.68,6.75,29.17,38.28,,,,,,,,,
ITB_G19,,5,6,LIM,1.07,21.08,9.25,27.98,,,,,,,,,
ITB_G19,,6,7,LIM,2.08,33.53,3.15,19.44,,,,,,,,,
ITB_G19,,7,7.35,LIM,1.18,18.93,6.74,31.08,,,,,,,,,
ITB_G19,,7.35,8,LIM,0.26,5.26,22.92,37.57,,,,,,,,,
ITB_G19,,8,8.6,LIM,0.41,5.84,32.29,37.78,,,,,,,,,
ITB_G19,,8.6,9,SAP,1.94,26.39,8.88,28.7,,,,,,,,,
ITB_G19,,9,10,SAP,2.15,25.76,3.23,22.91,,,,,,,,,
ITB_G19,,10,11,SAP,1.31,13.23,12.11,34.27,,,,,,,,,
ITB_G19,,11,12,SAP,1.69,20.51,8.77,34.73,,,,,,,,,
ITB_G19,,12,12.65,BRK,1.47,13.62,14.86,39.42,,,,,,,,,
ITB_G19,,12.65,13,BRK,0.36,7.29,38.18,37.07,,,,,,,,,
ITB_G19,,13,14,BRK,1.31,41.01,3.26,16.02,,,,,,,,,
ITB_G19,,14,14.75,BRK,1.26,19.81,4.01,26.55,,,,,,,,,
ITB_G19,,14.75,15,BRK,1.69,20.51,8.77,34.73,,,,,,,,,
ITB_G19,,15,16,BRK,0.5,7.12,28.93,36.81,,,,,,,,,
ITB_G19,,16,17,BRK,1.8,22.91,6.61,30.02,,,,,,,,,
ITB_G19,,17,17.65,BRK,1.18,17.78,9.55,33.89,,,,,,,,,
ITB_G19,,17.65,18,BRK,0.31,5.17,31.07,37.81,,,,,,,,,
ITB_G19,,18,18.35,BRK,0.31,5.17,31.07,37.81,,,,,,,,,
ITB_G19,,18.35,19,BRK,0.36,6.25,10.96,27.19,,,,,,,,,
ITB_G19,,19,19.7,BRK,0.44,6.1,10.96,37.22,,,,,,,,,
ITB_G19,,19.7,20,BRK,0,0,0,0,,,,,,,,,
ITB_G19,,20,21,BRK,0,0,0,0,,,,,,,,,
ITB_G19,,21,22,BRK,0,0,0,0,,,,,,,,,
ITB_H4,23,0,1,LIM,0.33,4.7,0.74,0,,,ITB_H4,,,,,,
ITB_H4,,1,2,LIM,0.25,14.15,3.79,0.02,,,,,,,,,
ITB_H4,,2,3,LIM,0.29,34.11,3.76,0.01,,,,,,,,,
ITB_H4,,3,4,LIM,0.26,9.36,9.71,0.01,,,,,,,,,
ITB_H4,,4,5,LIM,0.29,10.43,36.36,0.05,,,,,,,,,
ITB_H4,,5,6,LIM,0.27,7.71,34.33,0.03,,,,,,,,,
ITB_H4,,6,7,LIM,0.31,8.2,38.37,0.02,,,,,,,,,
ITB_H4,,7,8,LIM,0.36,8.06,34.83,0.03,,,,,,,,,
ITB_H4,,8,9,LIM,0.32,8.43,37.67,0.01,,,,,,,,,
ITB_H4,,9,10,LIM,0.32,8.04,38.4,0.01,,,,,,,,,
ITB_H4,,10,11,LIM,0.28,8.68,42.62,0.03,,,,,,,,,
ITB_H4,,11,12,SAP,1.8,8.01,42.42,0.02,,,,,,,,,
ITB_H4,,12,13,SAP,1.45,7.84,41.88,0.02,,,,,,,,,
ITB_H4,,13,14,SAP,1.71,7.7,40.2,0.02,,,,,,,,,
ITB_H4,,14,15,SAP,1.44,7.47,39.62,0.02,,,,,,,,,
ITB_H4,,15,16,SAP,1.85,42.86,39.42,0.01,,,,,,,,,
ITB_H4,,16,17,SAP,1.45,29.58,38.88,0.03,,,,,,,,,
ITB_H4,,17,18,SAP,1.65,14.41,39.27,0.04,,,,,,,,,
ITB_H4,,18,19,SAP,1.71,19.05,39.52,0.02,,,,,,,,,
ITB_H4,,19,20,SAP,1.73,14.15,41.57,0.38,,,,,,,,,
ITB_H4,,20,21,SAP,1.71,34.11,40.3,0.18,,,,,,,,,
ITB_H4,,21,22,SAP,1.44,9.36,41.36,0.22,,,,,,,,,
ITB_H4,,22,23,BRK,1,10.43,42.15,0.21,,,,,,,,,
ITB_H6,17.6,0,1,LIM,0.76,42.87,4.7,0.01,,,ITB_H6,,,,,,
ITB_H6,,1,2,LIM,0.11,45.16,3.79,0.02,,,,,,,,,
ITB_H6,,2,3,LIM,1.08,46.81,3.76,0.01,,,,,,,,,
ITB_H6,,3,4,LIM,1.32,50.79,9.71,0.01,,,,,,,,,
ITB_H6,,4,5,LIM,1.31,50.86,36.36,0.05,,,,,,,,,
ITB_H6,,5,6,LIM,1.2,44.62,34.33,0.03,,,,,,,,,
ITB_H6,,6,7,LIM,0.93,26.09,38.37,0.02,,,,,,,,,
ITB_H6,,7,8,SAP,1.82,34.61,34.83,0.03,,,,,,,,,
ITB_H6,,8,9,SAP,1.83,28.1,37.67,0.01,,,,,,,,,
ITB_H6,,9,10,SAP,1.91,18.07,38.4,0.01,,,,,,,,,
ITB_H6,,10,11,SAP,1.64,14.29,42.62,0.03,,,,,,,,,
ITB_H6,,11,12,SAP,1.48,14.87,42.42,0.02,,,,,,,,,
ITB_H6,,12,13,BRK,0.76,11.26,38.38,0.11,,,,,,,,,
ITB_H6,,13,14,BRK,0.6,12.08,40.63,0.6,,,,,,,,,
ITB_H6,,14,15,BRK,0.5,8.69,41.53,1.99,,,,,,,,,
ITB_H6,,15,16,BRK,0.51,10.48,38.95,0.02,,,,,,,,,
ITB_H6,,16,17,BRK,0.52,9.47,35.85,0.02,,,,,,,,,
ITB_H6,,17,17.6,BRK,0.49,8.56,38.5,0.02,,,,,,,,,
ITB_H9,41,0,1,LIM,0,0,0,0,,,ITB_H9,,,,,,
ITB_H9,,1,2,LIM,0,0,0,0,,,,,,,,,
ITB_H9,,2,3,LIM,0,0,0,0,,,,,,,,,
ITB_H9,,3,4,LIM,0,0,0,0,,,,,,,,,
ITB_H9,,4,5,LIM,0,0,0,0,,,,,,,,,
ITB_H9,,5,6,LIM,1.23,32.53,5.69,17.86,,,,,,,,,
ITB_H9,,6,7,LIM,0.99,52.04,0.83,1.8,,,,,,,,,
ITB_H9,,7,8,LIM,1.12,44.48,3.03,8.82,,,,,,,,,
ITB_H9,,8,9,LIM,1.3,45.89,2.28,5.7,,,,,,,,,
ITB_H9,,9,10,LIM,1.1,29.4,8.41,21.24,,,,,,,,,
ITB_H9,,10,11,LIM,1.1,35.31,4.98,14.96,,,,,,,,,
ITB_H9,,11,12,LIM,1.09,37.94,4.76,13.75,,,,,,,,,
ITB_H9,,12,13.5,LIM,1.07,33.66,6.22,19.79,,,,,,,,,
ITB_H9,,13.5,15,LIM,1.35,31.6,6.46,20.02,,,,,,,,,
ITB_H9,,15,16,LIM,1.03,49.07,0.91,4,,,,,,,,,
ITB_H9,,16,16.5,LIM,1.24,34.54,4.38,20.05,,,,,,,,,
ITB_H9,,16.5,17.5,LIM,1.31,27.48,5.4,28.87,,,,,,,,,
ITB_H9,,17.5,18,LIM,1.34,30.64,7.75,23.92,,,,,,,,,
ITB_H9,,18,19,SAP,1.38,22.21,10.08,35.57,,,,,,,,,
ITB_H9,,19,19.5,SAP,1.26,34.15,5.78,20.98,,,,,,,,,
ITB_H9,,19.5,21,SAP,1.13,28.36,5.27,28.88,,,,,,,,,
ITB_H9,,21,22.5,SAP,1.04,27.7,6.38,27.22,,,,,,,,,
ITB_H9,,22.5,24,SAP,0.86,18.01,8.01,42.21,,,,,,,,,
ITB_H9,,24,25,SAP,0.91,23.38,6.56,32.45,,,,,,,,,
ITB_H9,,25,26,SAP,1.34,31.08,7.11,21.19,,,,,,,,,
ITB_H9,,26,27,SAP,1.04,16.23,17.47,37.7,,,,,,,,,
ITB_H9,,27,28,SAP,0.73,6.88,34.55,40.09,,,,,,,,,
ITB_H9,,28,29,SAP,1.15,16.18,16.27,41.25,,,,,,,,,
ITB_H9,,29,30,SAP,1.39,16.47,17.11,37.57,,,,,,,,,
ITB_H9,,30,30.5,SAP,1.24,19.85,11.87,40.97,,,,,,,,,
ITB_H9,,30.5,31.5,SAP,1.49,27.16,8.85,30.58,,,,,,,,,
ITB_H9,,31.5,32,SAP,1.57,30.91,8.63,28.35,,,,,,,,,
ITB_H9,,32,33,BRK,0.83,7.35,34.03,44.16,,,,,,,,,
ITB_H9,,33,33.9,BRK,0.52,6.74,39.31,40.19,,,,,,,,,
ITB_H9,,33.9,34.5,BRK,1.17,15.77,21.4,36.57,,,,,,,,,
ITB_H9,,34.5,36,BRK,1.13,11.21,25.66,38.56,,,,,,,,,
ITB_H9,,36,37,BRK,0.36,5.44,36.28,41.14,,,,,,,,,
ITB_H9,,37,38,BRK,0.46,5.83,36.37,41.07,,,,,,,,,
ITB_H9,,38,39,BRK,1.33,14.16,19.02,43.12,,,,,,,,,
ITB_H9,,39,40,BRK,0.42,6.11,35.22,42.38,,,,,,,,,
ITB_H9,,40,41,BRK,0.37,5.61,36.88,40.7,,,,,,,,,
ITB_I7,17,0,1,LIM,1.11,43.76,0.67,1.56,,,ITB_I7,,,,,,
ITB_I7,,1,2,LIM,0.92,44.62,4.61,5.79,,,,,,,,,
ITB_I7,,2,3,LIM,0.91,43.34,0.72,2.65,,,,,,,,,
ITB_I7,,3,4,LIM,0.97,43.4,0.77,2.78,,,,,,,,,
ITB_I7,,4,5,LIM,0.91,35.04,0.69,3.33,,,,,,,,,
ITB_I7,,5,6,LIM,0.95,36.16,2.24,6.13,,,,,,,,,
ITB_I7,,6,7,LIM,1.03,33.31,2.14,11.66,,,,,,,,,
ITB_I7,,7,8,LIM,1.01,15.5,11.56,26.59,,,,,,,,,
ITB_I7,,8,8.75,LIM,1.05,29.23,8.12,16.83,,,,,,,,,
ITB_I7,,8.75,9,LIM,1.09,6.88,27.15,27.51,,,,,,,,,
ITB_I7,,9,9.5,LIM,1.11,6.28,27.46,26.51,,,,,,,,,
ITB_I7,,9.5,10,LIM,1.32,28.95,2.89,14.09,,,,,,,,,
ITB_I7,,10,11,SAP,1.82,32.15,5.55,18.33,,,,,,,,,
ITB_I7,,11,12,SAP,1.99,32.93,6.36,19.12,,,,,,,,,
ITB_I7,,12,13,SAP,1.82,33.79,2.23,12.94,,,,,,,,,
ITB_I7,,13,14,SAP,1.66,27.79,3.57,18.27,,,,,,,,,
ITB_I7,,14,15,BRK,0.25,6.37,29.43,27.42,,,,,,,,,
ITB_I7,,15,16,BRK,0.32,6.46,34.74,41.94,,,,,,,,,
ITB_I7,,16,17,BRK,0,0,0,0,,,,,,,,,
ITB_I8,20,0,1,LIM,0,0,0,0,,,ITB_I8,,,,,,
ITB_I8,,1,2,LIM,0.56,38.98,2.84,12.86,,,,,,,,,
ITB_I8,,2,3,LIM,0.72,41.4,2.78,12.28,,,,,,,,,
ITB_I8,,3,4,LIM,0.82,40.81,1.94,12.54,,,,,,,,,
ITB_I8,,4,5,LIM,0.99,40.15,3.2,13.64,,,,,,,,,
ITB_I8,,5,6,LIM,1.22,42.96,2.82,12.98,,,,,,,,,
ITB_I8,,6,7,LIM,0.66,42.2,1.9,13.58,,,,,,,,,
ITB_I8,,7,8,LIM,1.01,39.03,6.58,20.31,,,,,,,,,
ITB_I8,,8,9,LIM,1.39,38.47,3.82,19.27,,,,,,,,,
ITB_I8,,9,10,LIM,1.43,39.24,3.89,20.22,,,,,,,,,
ITB_I8,,10,11,LIM,1.29,31.79,3.91,19.79,,,,,,,,,
ITB_I8,,11,12,LIM,1.57,25.02,3.33,24.42,,,,,,,,,
ITB_I8,,12,13,LIM,0.28,5.8,31.33,36.33,,,,,,,,,
ITB_I8,,13,13.75,LIM,0.46,7.65,11.85,32.9,,,,,,,,,
ITB_I8,,13.75,14,SAP,2.34,27.63,2.88,21.5,,,,,,,,,
ITB_I8,,14,15,SAP,2.04,23.29,10.07,30.48,,,,,,,,,
ITB_I8,,15,16,SAP,2.53,32.48,6.23,24.43,,,,,,,,,
ITB_I8,,16,17,SAP,2.03,24.4,9.52,28.88,,,,,,,,,
ITB_I8,,17,18,BRK,0,0,0,0,,,,,,,,,
ITB_I8,,18,19,BRK,0,0,0,0,,,,,,,,,
ITB_I8,,19,20,BRK,0,0,0,0,,,,,,,,,
ITB_J8,30,0,1,LIM,0.83,31.21,4.18,22.2,,,ITB_J8,,,,,,
ITB_J8,,1,2,LIM,1.09,39.25,4.25,10.23,,,,,,,,,
ITB_J8,,2,3,LIM,1.27,40.89,4.05,9.2,,,,,,,,,
ITB_J8,,3,4,LIM,1.31,42,4.07,8.47,,,,,,,,,
ITB_J8,,4,5,LIM,1.08,37.49,4.14,12.38,,,,,,,,,
ITB_J8,,5,6,LIM,1.17,38.97,4,13.6,,,,,,,,,
ITB_J8,,6,7,LIM,1.14,34.49,4.15,18.59,,,,,,,,,
ITB_J8,,7,8,LIM,1.23,34.14,4.26,22.17,,,,,,,,,
ITB_J8,,8,9,LIM,1.07,28.74,5.22,29.52,,,,,,,,,
ITB_J8,,9,10,LIM,1.2,43.03,3.88,7.55,,,,,,,,,
ITB_J8,,10,11,LIM,1.14,37.89,3.94,13.7,,,,,,,,,
ITB_J8,,11,12,SAP,1.1,19.57,9.77,43.39,,,,,,,,,
ITB_J8,,12,13,SAP,1.56,35.07,4.28,21.71,,,,,,,,,
ITB_J8,,13,14,SAP,1.35,33.93,4.33,22.85,,,,,,,,,
ITB_J8,,14,15,SAP,1.23,28.5,6.09,29.47,,,,,,,,,
ITB_J8,,15,15.7,SAP,1.36,36.15,4.66,17.26,,,,,,,,,
ITB_J8,,15.7,16,SAP,0.85,11.37,25.68,41.15,,,,,,,,,
ITB_J8,,16,17,SAP,1.81,24.91,6.97,34.84,,,,,,,,,
ITB_J8,,17,18,SAP,0.57,6.82,34.36,43,,,,,,,,,
ITB_J8,,18,19,BRK,0.45,6.31,35.28,42.14,,,,,,,,,
ITB_J8,,19,19.3,BRK,0.57,6.61,34.24,43.66,,,,,,,,,
ITB_J8,,19.3,20,BRK,1.52,21.66,9.15,37.36,,,,,,,,,
ITB_J8,,20,21,BRK,2.46,26.98,5.36,18.7,,,,,,,,,
ITB_J8,,21,22,BRK,0.44,6.24,37.12,42.39,,,,,,,,,
ITB_J8,,22,23,BRK,0.52,9.36,30.9,37.5,,,,,,,,,
ITB_J8,,23,24,BRK,0.45,6.45,35.53,42.72,,,,,,,,,
ITB_J8,,24,25,BRK,0.78,8.86,29.62,42.82,,,,,,,,,
ITB_J8,,25,26,BRK,2.65,28.31,4.94,16.16,,,,,,,,,
ITB_J8,,26,27,BRK,2.72,28.75,4.94,16.03,,,,,,,,,
ITB_J8,,27,28,BRK,0.53,6.83,35.89,41.68,,,,,,,,,
ITB_J8,,28,29,BRK,0.39,5.75,36.59,44.21,,,,,,,,,
ITB_J8,,29,30,BRK,0,0,0,0,,,,,,,,,
ITB_K8,32,0,1,LIM,0.9,43.66,0.61,1.32,,,ITB_K8,,,,,,
ITB_K8,,1,2,LIM,0.92,44.51,0.59,1.17,,,,,,,,,
ITB_K8,,2,3,LIM,0.82,42.83,0.4,0.75,,,,,,,,,
ITB_K8,,3,4,LIM,1.16,44.58,0.51,0.99,,,,,,,,,
ITB_K8,,4,5,LIM,1.12,42.82,0.45,1.1,,,,,,,,,
ITB_K8,,5,6,LIM,1.34,41.64,0.46,1.01,,,,,,,,,
ITB_K8,,6,7,LIM,1.16,43.39,1.2,2.19,,,,,,,,,
ITB_K8,,7,8,LIM,1.58,38.5,1.02,6.12,,,,,,,,,
ITB_K8,,8,9,LIM,1.26,42.85,0.43,2.49,,,,,,,,,
ITB_K8,,9,10,LIM,0.64,36.72,0.94,4.69,,,,,,,,,
ITB_K8,,10,11,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_K8,,11,12,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
